fullname,motivation,surname,firstname,share,born,year,age,born_city,died,is_alive,category,born_country,gender,born_country_code,affiliation_city,affiliation,affiliation_country
Joseph Brodsky,"for an all-embracing authorship, imbued with clarity of thought and poetic intensity",Brodsky,Joseph,1,5/24/1940,1987,46,Leningrad (now Saint Petersburg),1/28/1996,FALSE,literature,USSR (now Russia),male,RU,,none,
Susumu Tonegawa,for his discovery of the genetic principle for generation of antibody diversity,Tonegawa,Susumu,1,9/6/1939,1987,47,Nagoya,0000-00-00,TRUE,medicine,Japan,male,JP,"Cambridge, MA",MIT,USA
Oscar Arias Sánchez,"for his work for peace in Central America, efforts which led to the accord signed in Guatemala on August 7 this year",Arias Sánchez,Oscar,1,9/13/1941,1987,45,Heredia,0000-00-00,TRUE,peace,Costa Rica,male,CR,,none,
J. Georg Bednorz,for their important break-through in the discovery of superconductivity in ceramic materials,Bednorz,J. Georg,2,5/16/1950,1987,36,Neuenkirchen,0000-00-00,TRUE,physics,West Germany (now Germany),male,DE,Rüschlikon,IBM Zurich Research Laboratory,Switzerland
K. Alexander Müller,for their important break-through in the discovery of superconductivity in ceramic materials,Müller,K. Alexander,2,4/20/1927,1987,59,Basel,0000-00-00,TRUE,physics,Switzerland,male,CH,Rüschlikon,IBM Zurich Research Laboratory,Switzerland
Johann Deisenhofer,for the determination of the three-dimensional structure of a photosynthetic reaction centre,Deisenhofer,Johann,3,9/30/1943,1988,44,Zusamaltheim,0000-00-00,TRUE,chemistry,Germany,male,DE,,Howard Hughes Medical Institute,
Hartmut Michel,for the determination of the three-dimensional structure of a photosynthetic reaction centre,Michel,Hartmut,3,7/18/1948,1988,39,Ludwigsburg,0000-00-00,TRUE,chemistry,West Germany (now Germany),male,DE,Frankfurt-on-the-Main,Max-Planck-Institut für Biophysik,Federal Republic of Germany
Robert Huber,for the determination of the three-dimensional structure of a photosynthetic reaction centre,Huber,Robert,3,2/20/1937,1988,50,Munich,0000-00-00,TRUE,chemistry,Germany,male,DE,Martinsried,Max-Planck-Institut für Biochemie,Federal Republic of Germany
Maurice Allais,for his pioneering contributions to the theory of markets and efficient utilization of resources,Allais,Maurice,1,5/31/1911,1988,76,Paris,10/9/2010,FALSE,economics,France,male,FR,Paris,École Nationale Supérieur des Mines de Paris,France
Naguib Mahfouz,"who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind",Mahfouz,Naguib,1,12/11/1911,1988,76,Cairo,8/30/2006,FALSE,literature,Egypt,male,EG,,none,
Gertrude B. Elion,for their discoveries of important principles for drug treatment,Elion,Gertrude B.,3,1/23/1918,1988,69,"New York, NY",2/21/1999,FALSE,medicine,USA,female,US,"Research Triangle Park, NC",Wellcome Research Laboratories,USA
Sir James W. Black,for their discoveries of important principles for drug treatment,Black,Sir James W.,3,6/14/1924,1988,63,Uddingston,3/21/2010,FALSE,medicine,Scotland,male,GB,London,"London University, King's College Hospital Medical School",United Kingdom
George H. Hitchings,for their discoveries of important principles for drug treatment,Hitchings,George H.,3,4/18/1905,1988,82,"Hoquiam, WA",2/27/1998,FALSE,medicine,USA,male,US,"Research Triangle Park, NC",Wellcome Research Laboratories,USA
Leon M. Lederman,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,Lederman,Leon M.,3,7/15/1922,1988,65,"New York, NY",0000-00-00,TRUE,physics,USA,male,US,"Batavia, IL",Fermi National Accelerator Laboratory,USA
Melvin Schwartz,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,Schwartz,Melvin,3,11/2/1932,1988,55,"New York, NY",8/28/2006,FALSE,physics,USA,male,US,"Mountain View, CA","Digital Pathways, Inc.",USA
Jack Steinberger,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,Steinberger,Jack,3,5/25/1921,1988,66,Bad Kissingen,0000-00-00,TRUE,physics,Germany,male,DE,Geneva,CERN,Switzerland
Thomas R. Cech,for their discovery of catalytic properties of RNA,Cech,Thomas R.,2,12/8/1947,1989,41,"Chicago, IL",0000-00-00,TRUE,chemistry,USA,male,US,"Boulder, CO",University of Colorado,USA
Sidney Altman,for their discovery of catalytic properties of RNA,Altman,Sidney,2,5/7/1939,1989,49,Montreal,0000-00-00,TRUE,chemistry,Canada,male,CA,"New Haven, CT",Yale University,USA
Trygve Haavelmo,for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures,Haavelmo,Trygve,1,12/13/1911,1989,77,Skedsmo,7/26/1999,FALSE,economics,Norway,male,NO,Oslo,University of Oslo,Norway
Camilo José Cela,"for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability",Cela,Camilo José,1,5/11/1916,1989,72,Iria Flavia,1/17/2002,FALSE,literature,Spain,male,ES,,none,
Harold E. Varmus,for their discovery of the cellular origin of retroviral oncogenes,Varmus,Harold E.,2,12/18/1939,1989,49,"Oceanside, NY",0000-00-00,TRUE,medicine,USA,male,US,"San Francisco, CA",University of California,USA
J. Michael Bishop,for their discovery of the cellular origin of retroviral oncogenes,Bishop,J. Michael,2,2/22/1936,1989,52,"York, PA",0000-00-00,TRUE,medicine,USA,male,US,"San Francisco, CA",University of California,USA
The 14th Dalai Lama (Tenzin Gyatso) ,,,The 14th Dalai Lama (Tenzin Gyatso),1,7/6/1935,1989,53,Taktser,0000-00-00,TRUE,peace,Tibet (now People's Republic of China),male,CN,,none,
Norman F. Ramsey,for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks,Ramsey,Norman F.,2,8/27/1915,1989,73,"Washington, DC",11/4/2011,FALSE,physics,USA,male,US,"Cambridge, MA",Harvard,USA
Hans G. Dehmelt,for the development of the ion trap technique,Dehmelt,Hans G.,4,9/9/1922,1989,66,Görlitz,0000-00-00,TRUE,physics,Prussia (now Germany),male,DE,"Seattle, WA",University of Washington,USA
Wolfgang Paul,for the development of the ion trap technique,Paul,Wolfgang,4,8/10/1913,1989,75,Lorenzkirch,12/7/1993,FALSE,physics,Germany,male,DE,Bonn,University of Bonn,Federal Republic of Germany
Elias James Corey,for his development of the theory and methodology of organic synthesis,Corey,Elias James,1,7/12/1928,1990,61,"Methuen, MA",0000-00-00,TRUE,chemistry,USA,male,US,"Cambridge, MA",Harvard,USA
Harry M. Markowitz,for their pioneering work in the theory of financial economics,Markowitz,Harry M.,3,8/24/1927,1990,62,"Chicago, IL",0000-00-00,TRUE,economics,USA,male,US,"New York, NY",City University of New York,USA
William F. Sharpe,for their pioneering work in the theory of financial economics,Sharpe,William F.,3,6/16/1934,1990,55,"Boston, MA",0000-00-00,TRUE,economics,USA,male,US,"Stanford, CA",Stanford,USA
Merton H. Miller,for their pioneering work in the theory of financial economics,Miller,Merton H.,3,5/16/1923,1990,66,"Boston, MA",6/3/2000,FALSE,economics,USA,male,US,"Chicago, IL",University of Chicago,USA
Octavio Paz,"for impassioned writing with wide horizons, characterized by sensuous intelligence and humanistic integrity",Paz,Octavio,1,3/31/1914,1990,75,Mexico City,4/19/1998,FALSE,literature,Mexico,male,MX,,none,
Joseph E. Murray,for their discoveries concerning organ and cell transplantation in the treatment of human disease,Murray,Joseph E.,2,4/1/1919,1990,70,"Milford, MA",11/26/2012,FALSE,medicine,USA,male,US,"Boston, MA",Brigham and Women's Hospital,USA
E. Donnall Thomas,for their discoveries concerning organ and cell transplantation in the treatment of human disease,Thomas,E. Donnall,2,3/15/1920,1990,69,"Mart, TX",10/20/2012,FALSE,medicine,USA,male,US,"Seattle, WA",Fred Hutchinson Cancer Research Center,USA
Mikhail Sergeyevich Gorbachev,for his leading role in the peace process which today characterizes important parts of the international community,Gorbachev,Mikhail Sergeyevich,1,3/2/1931,1990,58,Privolnoye,0000-00-00,TRUE,peace,USSR (now Russia),male,RU,,none,
Henry W. Kendall,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics",Kendall,Henry W.,3,12/9/1926,1990,63,"Boston, MA",2/15/1999,FALSE,physics,USA,male,US,"Cambridge, MA",MIT,USA
Jerome I. Friedman,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics",Friedman,Jerome I.,3,3/28/1930,1990,59,"Chicago, IL",0000-00-00,TRUE,physics,USA,male,US,"Cambridge, MA",MIT,USA
Richard E. Taylor,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics",Taylor,Richard E.,3,11/2/1929,1990,60,"Medicine Hat, Alberta",0000-00-00,TRUE,physics,Canada,male,CA,"Stanford, CA",Stanford,USA
Richard R. Ernst,for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy,Ernst,Richard R.,1,8/14/1933,1991,57,Winterthur,0000-00-00,TRUE,chemistry,Switzerland,male,CH,Zurich,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Switzerland
Ronald H. Coase,for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy,Coase,Ronald H.,1,12/29/1910,1991,80,Willesden,9/2/2013,FALSE,economics,United Kingdom,male,GB,"Chicago, IL",University of Chicago,USA
Nadine Gordimer,who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity,Gordimer,Nadine,1,11/20/1923,1991,67,Springs,7/13/2014,FALSE,literature,South Africa,female,ZA,,none,
Erwin Neher,for their discoveries concerning the function of single ion channels in cells,Neher,Erwin,2,3/20/1944,1991,46,Landsberg,0000-00-00,TRUE,medicine,Germany,male,DE,Göttingen,Max-Planck-Institut für Biophysikalische Chemie,Federal Republic of Germany
Bert Sakmann,for their discoveries concerning the function of single ion channels in cells,Sakmann,Bert,2,6/12/1942,1991,48,Stuttgart,0000-00-00,TRUE,medicine,Germany,male,DE,Heidelberg,Max-Planck-Institut für medizinische Forschung,Federal Republic of Germany
Aung San Suu Kyi ,for her non-violent struggle for democracy and human rights,,Aung San Suu Kyi,1,6/19/1945,1991,45,Rangoon (now Yangon),0000-00-00,TRUE,peace,Burma (now Myanmar),female,MM,,none,
Pierre-Gilles de Gennes,"for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers",de Gennes,Pierre-Gilles,1,10/24/1932,1991,58,Paris,5/18/2007,FALSE,physics,France,male,FR,Paris,Collège de France,France
Rudolph A. Marcus,for his contributions to the theory of electron transfer reactions in chemical systems,Marcus,Rudolph A.,1,7/21/1923,1992,68,Montreal,0000-00-00,TRUE,chemistry,Canada,male,CA,"Pasadena, CA",Caltech,USA
Gary S. Becker,"for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour",Becker,Gary S.,1,12/2/1930,1992,61,"Pottsville, PA",5/3/2014,FALSE,economics,USA,male,US,"Chicago, IL",University of Chicago,USA
Derek Walcott,"for a poetic oeuvre of great luminosity, sustained by a historical vision, the outcome of a multicultural commitment",Walcott,Derek,1,1/23/1930,1992,61,Castries,0000-00-00,TRUE,literature,Saint Lucia,male,LC,,none,
Edmond H. Fischer,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism,Fischer,Edmond H.,2,4/6/1920,1992,71,Shanghai,0000-00-00,TRUE,medicine,China,male,CN,"Seattle, WA",University of Washington,USA
Edwin G. Krebs,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism,Krebs,Edwin G.,2,6/6/1918,1992,73,"Lansing, IA",12/21/2009,FALSE,medicine,USA,male,US,"Seattle, WA",University of Washington,USA
Rigoberta Menchú Tum,in recognition of her work for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples,Menchú Tum,Rigoberta,1,1/9/1959,1992,32,Aldea Chimel,0000-00-00,TRUE,peace,Guatemala,female,GT,,none,
Georges Charpak,"for his invention and development of particle detectors, in particular the multiwire proportional chamber",Charpak,Georges,1,8/1/1924,1992,67,Dabrovica,9/29/2010,FALSE,physics,Poland,male,PL,Paris,École Supérieure de Physique et Chimie,France
Michael Smith,"for his fundamental contributions to the establishment of oligonucleotide-based, site-directed mutagenesis and its development for protein studies",Smith,Michael,2,4/26/1932,1993,60,Blackpool,10/4/2000,FALSE,chemistry,United Kingdom,male,GB,Vancouver,University of British Columbia,Canada
Kary B. Mullis,for his invention of the polymerase chain reaction (PCR) method,Mullis,Kary B.,2,12/28/1944,1993,48,"Lenoir, NC",0000-00-00,TRUE,chemistry,USA,male,US,"La Jolla, CA",none,USA
Douglass C. North,for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change,North,Douglass C.,2,11/5/1920,1993,72,"Cambridge, MA",11/23/2015,FALSE,economics,USA,male,US,"St. Louis, MO",Washington University,USA
Robert W. Fogel,for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change,Fogel,Robert W.,2,7/1/1927,1993,65,"New York, NY",6/11/2013,FALSE,economics,USA,male,US,"Chicago, IL",University of Chicago,USA
Toni Morrison,"who in novels characterized by visionary force and poetic import, gives life to an essential aspect of American reality",Morrison,Toni,1,2/18/1931,1993,61,"Lorain, OH",0000-00-00,TRUE,literature,USA,female,US,,none,
Richard J. Roberts,for their discoveries of split genes,Roberts,Richard J.,2,9/6/1943,1993,49,Derby,0000-00-00,TRUE,medicine,United Kingdom,male,GB,"Beverly, MA",New England Biolabs,USA
Phillip A. Sharp,for their discoveries of split genes,Sharp,Phillip A.,2,6/6/1944,1993,48,"Falmouth, KY",0000-00-00,TRUE,medicine,USA,male,US,"Cambridge, MA",MIT,USA
Nelson Mandela,"for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa",Mandela,Nelson,2,7/18/1918,1993,74,Qunu,12/5/2013,FALSE,peace,South Africa,male,ZA,,none,
Frederik Willem de Klerk,"for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa",de Klerk,Frederik Willem,2,3/18/1936,1993,56,Johannesburg,0000-00-00,TRUE,peace,South Africa,male,ZA,,none,
Russell A. Hulse,"for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation",Hulse,Russell A.,2,11/28/1950,1993,42,"New York, NY",0000-00-00,TRUE,physics,USA,male,US,"Princeton, NJ",Princeton University,USA
Joseph H. Taylor Jr.,"for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation",Taylor Jr.,Joseph H.,2,3/29/1941,1993,51,"Philadelphia, PA",0000-00-00,TRUE,physics,USA,male,US,"Princeton, NJ",Princeton University,USA
